Order_ID,Order_Date,Customer_ID,Customer_Name,Segment,Region,Category,Sub_Category,Product_Name,Quantity,Sales,Discount,Profit
ORD433,08-01-2024,C002,Customer 240 ,consumer,west,Fashion,Apparel,Apparel Product,10,N/A,0.05,-1896
ORD071,2024-01-22,C068,Customer 241 ,Corporate,east,,Chair,Chair Product,1,53715,0.0,11659
ORD369,2024-04-25,C057,Customer 242 ,Consumer,east,Electronics,Accessories,Accessories Product,5,7625,0.05,19685
ORD115,2024-04-04,C152,Customer 243 ,Corporate,east,Furniture,Storage,Storage Product,10,1043,0.1,23610
ORD072,2024-03-11,C096,Customer 244 ,Home Office,West ,Electronics,Laptop,Laptop Product,4,67529,0.1,12569
ORD158,19-02-2024,C264,  Rahul Sharma ,Corporate,east,Fashion,Apparel,Apparel Product,9,135263,0.15,17134
ORD083,2024-04-01,C164,Customer 246 ,Corporate,west,Fashion,Accessories,Accessories Product,4,92191,0.0,3915
ORD458,2024-02-09,C188,Customer 247 ,Home office,east,Electronics,Accessories,Accessories Product,4,27188,0.15,17405
ORD401,2024-01-21,C202,Customer 248 ,consumer,South,Electronics,Laptop,Laptop Product,3,63148,0.0,-1521
ORD427,2024-04-19,C195,Customer 249 ,Home office,east,,Mobile,Mobile Product,4,96677,0.15,9599
ORD293,15-03-2024,C065,Customer 250 ,Consumer,South,Electronics,Mobile,Mobile Product,7,N/A,0.0,22577
ORD193,2024-03-01,C232,Customer 251 ,Corporate,east,Fashion,Apparel,Apparel Product,7,17789,0.1,15264
ORD379,2024-01-17,C186,  Rahul Sharma ,consumer,west,Electronics,Accessories,Accessories Product,4,72875,0.0,4460
ORD205,2024-01-20,C107,Customer 253 ,Home Office,east,Electronics,Laptop,Laptop Product,9,110639,0.15,5087
ORD370,2024-02-27,C150,Customer 254 ,Home Office,west,Fashion,Footwear,Footwear Product,9,54746,0.15,17670
ORD225,16-04-2024,C133,Customer 255 ,consumer,east,Electronics,Mobile,Mobile Product,10,106844,0.0,19793
ORD152,2024-02-05,C258,Customer 256 ,consumer,east,Electronics,Laptop,Laptop Product,4,27045,0.15,-2410
ORD367,2024-03-07,C039,Customer 257 ,Consumer,EAST,Fashion,Apparel,Apparel Product,3,49844,0.15,16654
ORD438,2024-02-08,C211,Customer 258 ,Home office,West ,Fashion,Footwear,Footwear Product,4,86528,0.1,1982
ORD300,2024-02-05,C118,  Rahul Sharma ,Consumer,west,Furniture,Table,Table Product,5,9057,0.1,24753
ORD283,29-03-2024,C215,Customer 260 ,Home office,South,Fashion,Apparel,Apparel Product,5,N/A,0.05,10437
ORD284,2024-01-10,C162,Customer 261 ,Consumer,east,Furniture,Storage,Storage Product,8,26482,0.1,14124
ORD486,2024-04-03,C051,Customer 262 ,Home Office,west,Furniture,Chair,Chair Product,7,120273,0.0,8338
ORD108,2024-03-12,C223,Customer 263 ,Home Office,West ,,Mobile,Mobile Product,8,113598,0.05,14574
ORD306,2024-03-26,C238,Customer 264 ,Consumer,west,,Mobile,Mobile Product,8,37252,0.0,-3607
ORD231,24-04-2024,C265,Customer 265 ,Home Office,West ,Furniture,Storage,Storage Product,6,77676,0.15,10266
ORD018,2024-01-12,C059,  Rahul Sharma ,Corporate,west,Furniture,Storage,Storage Product,3,111571,0.0,12204
ORD143,2024-04-01,C264,Customer 267 ,Consumer,South,Fashion,Accessories,Accessories Product,7,19206,0.05,7295
ORD107,2024-04-25,C198,Customer 268 ,Home office,EAST,Electronics,Mobile,Mobile Product,7,134243,0.0,9016
ORD449,2024-01-02,C272,Customer 269 ,Home Office,west,Electronics,Mobile,Mobile Product,5,79018,0.0,1308
ORD083,09-01-2024,C017,Customer 270 ,Consumer,West ,Furniture,Table,Table Product,7,N/A,0.0,15943
ORD391,2024-02-07,C148,Customer 271 ,Home Office,EAST,Fashion,Apparel,Apparel Product,10,115125,0.0,17276
ORD203,2024-04-16,C084,Customer 272 ,Corporate,east,,Mobile,Mobile Product,4,136871,0.1,-1350
ORD161,2024-03-23,C263,  Rahul Sharma ,Corporate,EAST,Furniture,Chair,Chair Product,1,90096,0.0,15985
ORD080,2024-04-12,C159,Customer 274 ,Consumer,east,,Apparel,Apparel Product,7,69834,0.0,9304
ORD082,20-01-2024,C186,Customer 275 ,consumer,EAST,,Chair,Chair Product,7,51420,0.1,20687
ORD028,2024-03-01,C067,Customer 276 ,Consumer,east,Electronics,Mobile,Mobile Product,10,108419,0.0,11855
ORD080,2024-03-09,C202,Customer 277 ,Corporate,South,Fashion,Footwear,Footwear Product,5,47792,0.05,23294
ORD449,2024-03-15,C130,Customer 278 ,consumer,east,,Apparel,Apparel Product,3,57583,0.1,2982
ORD322,2024-02-09,C298,Customer 279 ,Corporate,South,,Mobile,Mobile Product,9,53478,0.1,14099
ORD302,23-02-2024,C038,  Rahul Sharma ,consumer,West ,,Chair,Chair Product,4,N/A,0.0,-6583
ORD182,2024-04-06,C067,Customer 281 ,Home office,EAST,,Apparel,Apparel Product,7,146124,0.15,18826
ORD494,2024-01-04,C219,Customer 282 ,consumer,South,Electronics,Laptop,Laptop Product,5,50872,0.0,10271
ORD065,2024-04-30,C185,Customer 283 ,Corporate,EAST,,Apparel,Apparel Product,9,122331,0.15,2863
ORD473,2024-02-15,C292,Customer 284 ,Corporate,EAST,,Apparel,Apparel Product,7,127221,0.15,12134
ORD445,24-02-2024,C186,Customer 285 ,Corporate,EAST,Furniture,Table,Table Product,6,141342,0.15,23426
ORD348,2024-04-21,C152,Customer 286 ,Consumer,east,Furniture,Chair,Chair Product,10,4477,0.0,21861
ORD197,2024-01-15,C022,  Rahul Sharma ,Home office,west,Furniture,Storage,Storage Product,8,115626,0.0,21967
ORD272,2024-03-21,C053,Customer 288 ,Home Office,EAST,Fashion,Apparel,Apparel Product,8,31180,0.0,-6448
ORD233,2024-04-23,C264,Customer 289 ,Consumer,west,Electronics,Accessories,Accessories Product,5,145848,0.0,3032
ORD238,24-03-2024,C115,Customer 290 ,consumer,South,Fashion,Apparel,Apparel Product,10,N/A,0.15,12365
ORD077,2024-02-10,C275,Customer 291 ,Home office,west,Fashion,Footwear,Footwear Product,6,31453,0.15,11021
ORD037,2024-02-02,C224,Customer 292 ,Corporate,South,Furniture,Table,Table Product,2,102123,0.15,8274
ORD319,2024-04-16,C162,Customer 293 ,Home office,west,Fashion,Apparel,Apparel Product,10,96353,0.1,2485
ORD071,2024-04-06,C109,  Rahul Sharma ,Home Office,South,,Chair,Chair Product,3,59681,0.0,22681
ORD114,10-03-2024,C040,Customer 295 ,Consumer,West ,Electronics,Laptop,Laptop Product,3,52066,0.1,844
ORD293,2024-01-06,C008,Customer 296 ,consumer,South,Electronics,Accessories,Accessories Product,10,89204,0.1,-2211
ORD197,2024-02-16,C243,Customer 297 ,Corporate,EAST,Furniture,Storage,Storage Product,10,3248,0.05,7056
ORD204,2024-02-05,C086,Customer 298 ,Home Office,EAST,Electronics,Mobile,Mobile Product,3,31192,0.1,12556
ORD094,2024-01-02,C184,Customer 299 ,Corporate,South,,Apparel,Apparel Product,1,146796,0.0,8256
ORD451,13-04-2024,C250,Customer 300 ,Corporate,west,,Chair,Chair Product,10,N/A,0.05,24605
ORD316,2024-03-28,C130,  Rahul Sharma ,Home office,South,Furniture,Storage,Storage Product,2,101772,0.05,9712
ORD470,2024-03-11,C261,Customer 302 ,Consumer,east,Electronics,Accessories,Accessories Product,7,27681,0.0,21097
ORD424,2024-04-09,C236,Customer 303 ,Home Office,east,Electronics,Laptop,Laptop Product,9,56367,0.05,4614
ORD478,2024-01-27,C116,Customer 304 ,Home office,west,Furniture,Storage,Storage Product,6,109465,0.0,-3707
ORD410,08-04-2024,C288,Customer 305 ,Corporate,EAST,Fashion,Apparel,Apparel Product,7,106658,0.15,10669
ORD240,2024-01-29,C130,Customer 306 ,Consumer,EAST,,Apparel,Apparel Product,3,40775,0.15,18244
ORD310,2024-03-08,C128,Customer 307 ,Home Office,West ,Furniture,Storage,Storage Product,6,10797,0.15,1678
ORD497,2024-02-28,C242,  Rahul Sharma ,Corporate,West ,,Mobile,Mobile Product,2,118380,0.1,16805
ORD218,2024-04-29,C085,Customer 309 ,Home Office,West ,Fashion,Apparel,Apparel Product,6,20645,0.0,21051
ORD415,03-03-2024,C042,Customer 310 ,Corporate,west,Electronics,Accessories,Accessories Product,3,N/A,0.15,16102
ORD332,2024-02-13,C243,Customer 311 ,consumer,west,Electronics,Laptop,Laptop Product,3,88254,0.05,5607
ORD244,2024-04-28,C139,Customer 312 ,Consumer,west,Fashion,Footwear,Footwear Product,6,70364,0.1,-3527
ORD491,2024-04-29,C238,Customer 313 ,Corporate,west,Electronics,Laptop,Laptop Product,1,6801,0.0,15154
ORD275,2024-02-12,C268,Customer 314 ,Home Office,west,Furniture,Storage,Storage Product,7,105871,0.05,18155
ORD201,28-02-2024,C010,  Rahul Sharma ,consumer,West ,Fashion,Apparel,Apparel Product,8,48412,0.05,6242
ORD488,2024-02-11,C157,Customer 316 ,Consumer,east,,Mobile,Mobile Product,7,58351,0.05,8192
ORD437,2024-04-19,C075,Customer 317 ,Home office,EAST,Fashion,Footwear,Footwear Product,2,94709,0.15,3195
ORD188,2024-02-08,C277,Customer 318 ,Corporate,South,Furniture,Chair,Chair Product,7,106384,0.15,23863
ORD293,2024-03-12,C179,Customer 319 ,Consumer,east,,Mobile,Mobile Product,7,117161,0.05,24819
ORD369,01-01-2024,C242,Customer 320 ,Consumer,EAST,Furniture,Storage,Storage Product,3,N/A,0.0,-3735
ORD443,2024-04-11,C073,Customer 321 ,Home office,EAST,Fashion,Apparel,Apparel Product,4,144673,0.05,17702
ORD200,2024-04-02,C131,  Rahul Sharma ,Home Office,west,,Mobile,Mobile Product,4,18810,0.1,20618
ORD274,2024-04-22,C021,Customer 323 ,Consumer,West ,,Apparel,Apparel Product,1,145602,0.1,21718
ORD066,2024-04-04,C155,Customer 324 ,Consumer,east,Electronics,Mobile,Mobile Product,7,134631,0.05,19406
ORD119,23-04-2024,C268,Customer 325 ,consumer,West ,Fashion,Footwear,Footwear Product,9,113804,0.1,11021
ORD051,2024-04-17,C266,Customer 326 ,Home Office,EAST,Fashion,Accessories,Accessories Product,8,102306,0.05,9545
ORD027,2024-01-18,C042,Customer 327 ,consumer,South,Furniture,Table,Table Product,3,96509,0.1,3192
ORD224,2024-03-22,C280,Customer 328 ,Home Office,South,,Chair,Chair Product,6,126229,0.05,-6308
ORD067,2024-02-28,C005,  Rahul Sharma ,Corporate,EAST,Furniture,Table,Table Product,2,112302,0.15,18455
ORD362,23-01-2024,C018,Customer 330 ,Home office,west,,Chair,Chair Product,8,N/A,0.1,12057
ORD033,2024-02-27,C168,Customer 331 ,Home Office,West ,Furniture,Table,Table Product,1,130508,0.1,10856
ORD476,2024-04-29,C191,Customer 332 ,Corporate,South,,Mobile,Mobile Product,9,118199,0.05,12257
ORD001,2024-02-11,C187,Customer 333 ,consumer,EAST,Furniture,Chair,Chair Product,7,58638,0.1,11743
ORD105,2024-01-30,C270,Customer 334 ,Home Office,South,,Apparel,Apparel Product,3,33390,0.05,16782
ORD291,27-04-2024,C244,Customer 335 ,Home office,West ,,Apparel,Apparel Product,9,27469,0.05,6695
ORD076,2024-01-01,C258,  Rahul Sharma ,Consumer,West ,Electronics,Accessories,Accessories Product,1,20399,0.1,-4928
ORD150,2024-03-24,C151,Customer 337 ,Consumer,EAST,Fashion,Accessories,Accessories Product,6,927,0.1,5978
ORD305,2024-04-01,C175,Customer 338 ,Corporate,east,Electronics,Mobile,Mobile Product,1,50985,0.0,6346
ORD044,2024-03-03,C023,Customer 339 ,Corporate,EAST,Fashion,Apparel,Apparel Product,2,82894,0.1,23692
ORD124,10-01-2024,C249,Customer 340 ,consumer,EAST,Fashion,Apparel,Apparel Product,10,N/A,0.05,4360
ORD114,2024-03-03,C047,Customer 341 ,Corporate,west,Electronics,Mobile,Mobile Product,5,33723,0.15,19009
ORD169,2024-01-26,C014,Customer 342 ,Home office,South,Fashion,Footwear,Footwear Product,4,54502,0.1,1871
ORD455,2024-01-31,C161,  Rahul Sharma ,Home office,South,,Apparel,Apparel Product,10,47776,0.1,834
ORD481,2024-02-20,C217,Customer 344 ,Consumer,west,,Mobile,Mobile Product,7,46163,0.0,-4091
ORD342,22-01-2024,C069,Customer 345 ,consumer,EAST,Fashion,Accessories,Accessories Product,7,42486,0.15,14603
ORD139,2024-04-30,C091,Customer 346 ,Home Office,South,Electronics,Laptop,Laptop Product,4,5996,0.0,17525
ORD448,2024-04-26,C184,Customer 347 ,Home Office,east,Fashion,Apparel,Apparel Product,7,43149,0.1,21596
ORD475,2024-01-18,C089,Customer 348 ,consumer,South,Fashion,Footwear,Footwear Product,1,53239,0.05,16641
ORD434,2024-04-13,C209,Customer 349 ,Corporate,West ,,Mobile,Mobile Product,6,103295,0.1,11463
ORD196,10-03-2024,C030,  Rahul Sharma ,Corporate,east,Furniture,Chair,Chair Product,5,N/A,0.15,7563
ORD456,2024-04-04,C090,Customer 351 ,Home office,EAST,,Mobile,Mobile Product,6,149237,0.15,6486
ORD193,2024-04-23,C230,Customer 352 ,Home office,west,Furniture,Storage,Storage Product,2,91584,0.05,-4275
ORD123,2024-01-14,C047,Customer 353 ,consumer,South,Electronics,Accessories,Accessories Product,6,55493,0.15,12749
ORD421,2024-04-18,C195,Customer 354 ,consumer,South,Furniture,Table,Table Product,1,37705,0.1,12937
ORD382,17-04-2024,C062,Customer 355 ,Corporate,EAST,,Apparel,Apparel Product,7,62215,0.05,18338
ORD111,2024-02-19,C205,Customer 356 ,Home office,West ,Electronics,Mobile,Mobile Product,3,124135,0.0,12138
ORD061,2024-04-05,C067,  Rahul Sharma ,Home office,east,Fashion,Footwear,Footwear Product,5,2918,0.1,9071
ORD396,2024-02-17,C108,Customer 358 ,Home Office,EAST,,Chair,Chair Product,2,20235,0.05,4155
ORD477,2024-02-15,C084,Customer 359 ,Home Office,east,,Mobile,Mobile Product,5,23257,0.05,8544
ORD124,24-03-2024,C135,Customer 360 ,Home office,EAST,Electronics,Laptop,Laptop Product,4,N/A,0.1,-1897
ORD318,2024-03-18,C208,Customer 361 ,Home office,EAST,Electronics,Laptop,Laptop Product,9,85541,0.05,19697
ORD195,2024-01-13,C259,Customer 362 ,Consumer,EAST,,Chair,Chair Product,9,112558,0.15,14470
ORD459,2024-01-17,C096,Customer 363 ,Corporate,West ,,Chair,Chair Product,2,86795,0.15,20724
ORD315,2024-01-09,C025,  Rahul Sharma ,Consumer,South,Furniture,Table,Table Product,10,128935,0.15,23206
ORD363,03-02-2024,C111,Customer 365 ,Consumer,west,,Mobile,Mobile Product,6,50119,0.1,22756
ORD107,2024-01-02,C083,Customer 366 ,Corporate,South,Electronics,Mobile,Mobile Product,5,101776,0.15,16078
ORD228,2024-04-18,C280,Customer 367 ,Home office,west,Electronics,Mobile,Mobile Product,5,26280,0.0,17301
ORD035,2024-04-18,C295,Customer 368 ,Home Office,EAST,Electronics,Mobile,Mobile Product,5,133653,0.0,-1623
ORD151,2024-03-21,C079,Customer 369 ,Corporate,east,Furniture,Chair,Chair Product,10,1595,0.15,7727
ORD049,14-01-2024,C206,Customer 370 ,Corporate,South,Furniture,Storage,Storage Product,4,N/A,0.0,6847
ORD276,2024-01-18,C201,  Rahul Sharma ,Corporate,South,,Mobile,Mobile Product,9,82105,0.0,8761
ORD218,2024-02-23,C295,Customer 372 ,Consumer,South,Furniture,Storage,Storage Product,3,29066,0.1,14248
ORD316,2024-02-16,C186,Customer 373 ,Corporate,South,,Chair,Chair Product,7,110761,0.0,6323
ORD425,2024-03-18,C175,Customer 374 ,Consumer,east,Fashion,Apparel,Apparel Product,5,126082,0.1,16150
ORD154,08-01-2024,C204,Customer 375 ,consumer,west,Furniture,Storage,Storage Product,6,17696,0.1,8869
ORD043,2024-03-09,C077,Customer 376 ,Home office,South,Electronics,Accessories,Accessories Product,2,11215,0.05,-6811
ORD070,2024-03-21,C005,Customer 377 ,Home office,west,Furniture,Chair,Chair Product,8,73744,0.15,10786
ORD465,2024-01-20,C075,  Rahul Sharma ,Home office,EAST,Electronics,Mobile,Mobile Product,8,34367,0.05,4478
ORD375,2024-01-11,C088,Customer 379 ,Consumer,west,Furniture,Chair,Chair Product,5,122064,0.15,9597
ORD433,23-03-2024,C030,Customer 380 ,Corporate,West ,,Mobile,Mobile Product,10,N/A,0.0,6329
ORD443,2024-04-28,C229,Customer 381 ,Consumer,west,Electronics,Mobile,Mobile Product,5,66244,0.15,13544
ORD066,2024-03-26,C205,Customer 382 ,Home office,east,,Chair,Chair Product,10,63445,0.15,21699
ORD098,2024-03-07,C112,Customer 383 ,Home Office,West ,Electronics,Laptop,Laptop Product,7,59155,0.15,12009
ORD350,2024-03-10,C221,Customer 384 ,Consumer,west,Electronics,Laptop,Laptop Product,10,104975,0.05,-2884
ORD284,25-02-2024,C289,  Rahul Sharma ,consumer,EAST,,Apparel,Apparel Product,9,108269,0.0,18055
ORD220,2024-04-14,C186,Customer 386 ,Home Office,West ,Furniture,Chair,Chair Product,8,36621,0.0,22390
ORD414,2024-04-07,C204,Customer 387 ,Home Office,west,Furniture,Chair,Chair Product,10,117003,0.05,19922
ORD105,2024-03-10,C062,Customer 388 ,Corporate,east,Fashion,Accessories,Accessories Product,6,47382,0.0,10441
ORD407,2024-02-17,C113,Customer 389 ,Corporate,West ,Fashion,Apparel,Apparel Product,3,45723,0.05,3584
ORD226,18-01-2024,C025,Customer 390 ,Home Office,South,Furniture,Chair,Chair Product,9,N/A,0.15,20770
ORD183,2024-03-28,C297,Customer 391 ,Home Office,West ,,Chair,Chair Product,1,98467,0.0,21490
ORD417,2024-02-08,C207,  Rahul Sharma ,consumer,South,Fashion,Apparel,Apparel Product,1,108102,0.1,-3941
ORD327,2024-03-04,C247,Customer 393 ,Home Office,EAST,Fashion,Footwear,Footwear Product,6,143354,0.05,8133
ORD478,2024-04-21,C225,Customer 394 ,Corporate,west,Fashion,Apparel,Apparel Product,10,64538,0.0,2233
ORD458,01-04-2024,C155,Customer 395 ,Home office,west,Furniture,Storage,Storage Product,5,34147,0.05,16962
ORD082,2024-03-08,C295,Customer 396 ,Corporate,west,,Apparel,Apparel Product,9,33420,0.0,15306
ORD475,2024-01-07,C286,Customer 397 ,Home Office,east,Furniture,Storage,Storage Product,9,69759,0.1,18996
ORD129,2024-01-21,C124,Customer 398 ,Home office,east,,Mobile,Mobile Product,4,122919,0.15,4941
ORD396,2024-02-18,C243,  Rahul Sharma ,consumer,west,Furniture,Table,Table Product,6,117222,0.1,864
ORD037,13-04-2024,C161,Customer 400 ,Home Office,east,Furniture,Table,Table Product,5,N/A,0.1,-4864
ORD309,2024-03-24,C104,Customer 401 ,Home office,West ,Fashion,Apparel,Apparel Product,1,3224,0.1,6254
ORD289,2024-02-11,C228,Customer 402 ,Corporate,EAST,Electronics,Mobile,Mobile Product,2,56632,0.15,17849
ORD209,2024-02-13,C018,Customer 403 ,consumer,West ,Electronics,Accessories,Accessories Product,1,108827,0.0,20889
ORD195,2024-03-13,C244,Customer 404 ,Consumer,EAST,Fashion,Accessories,Accessories Product,1,60898,0.0,3615
ORD415,02-04-2024,C182,Customer 405 ,Corporate,West ,Electronics,Mobile,Mobile Product,5,143174,0.05,24569
ORD260,2024-02-21,C244,  Rahul Sharma ,consumer,West ,Electronics,Accessories,Accessories Product,1,54742,0.1,9799
ORD094,2024-01-05,C002,Customer 407 ,Home office,EAST,Furniture,Table,Table Product,9,110931,0.0,9651
ORD022,2024-03-20,C256,Customer 408 ,Home Office,EAST,Furniture,Storage,Storage Product,1,53207,0.05,-5956
ORD189,2024-03-21,C140,Customer 409 ,Corporate,west,Furniture,Table,Table Product,3,46240,0.15,11173
ORD108,13-03-2024,C287,Customer 410 ,Corporate,West ,Fashion,Apparel,Apparel Product,1,N/A,0.1,14798
ORD260,2024-03-10,C114,Customer 411 ,Home office,EAST,,Mobile,Mobile Product,10,121365,0.05,12498
ORD278,2024-03-22,C043,Customer 412 ,Home Office,east,Electronics,Mobile,Mobile Product,6,123864,0.15,14988
ORD003,2024-04-30,C149,  Rahul Sharma ,Home Office,west,,Apparel,Apparel Product,7,97941,0.15,1280
ORD217,2024-04-29,C120,Customer 414 ,consumer,EAST,Furniture,Table,Table Product,6,85586,0.1,16211
ORD127,06-03-2024,C101,Customer 415 ,Corporate,West ,,Apparel,Apparel Product,9,18887,0.15,24406
ORD445,2024-02-29,C007,Customer 416 ,Home office,South,,Chair,Chair Product,9,38248,0.15,-5491
ORD449,2024-01-11,C048,Customer 417 ,Consumer,west,Fashion,Accessories,Accessories Product,6,132908,0.1,14087
ORD150,2024-04-25,C058,Customer 418 ,Corporate,South,Electronics,Accessories,Accessories Product,3,27512,0.05,10952
ORD004,2024-04-24,C294,Customer 419 ,Consumer,EAST,Furniture,Storage,Storage Product,8,24134,0.1,7645
ORD119,26-03-2024,C270,  Rahul Sharma ,Consumer,EAST,Fashion,Apparel,Apparel Product,6,N/A,0.15,5948
ORD183,2024-01-24,C286,Customer 421 ,Home office,EAST,Electronics,Mobile,Mobile Product,2,64499,0.15,11657
ORD145,2024-04-17,C043,Customer 422 ,consumer,West ,Fashion,Footwear,Footwear Product,6,7084,0.1,14594
ORD443,2024-03-17,C023,Customer 423 ,Consumer,west,,Mobile,Mobile Product,4,48501,0.15,19917
ORD151,2024-03-20,C084,Customer 424 ,consumer,east,Furniture,Storage,Storage Product,5,117901,0.1,-2270
ORD490,30-03-2024,C185,Customer 425 ,Consumer,South,Furniture,Table,Table Product,3,111419,0.15,13554
ORD258,2024-01-06,C146,Customer 426 ,Home Office,West ,Fashion,Accessories,Accessories Product,3,123225,0.05,5375
ORD030,2024-03-08,C120,  Rahul Sharma ,consumer,West ,Electronics,Laptop,Laptop Product,9,84246,0.1,24342
ORD008,2024-02-25,C003,Customer 428 ,Corporate,EAST,Furniture,Table,Table Product,1,25983,0.0,20157
ORD317,2024-04-06,C131,Customer 429 ,consumer,east,,Chair,Chair Product,3,53485,0.15,5895
ORD140,07-01-2024,C080,Customer 430 ,Home office,west,Furniture,Table,Table Product,5,N/A,0.1,3861
ORD184,2024-01-03,C289,Customer 431 ,consumer,EAST,Electronics,Accessories,Accessories Product,2,129454,0.1,9083
ORD348,2024-04-17,C124,Customer 432 ,Corporate,EAST,Electronics,Laptop,Laptop Product,10,92360,0.15,-4834
ORD149,2024-02-11,C054,Customer 433 ,Home Office,South,Fashion,Apparel,Apparel Product,1,87874,0.05,19173
ORD088,2024-02-11,C122,  Rahul Sharma ,consumer,east,Furniture,Table,Table Product,7,34397,0.0,11050
ORD190,13-01-2024,C065,Customer 435 ,Consumer,West ,Fashion,Apparel,Apparel Product,8,79150,0.05,20400
ORD228,2024-02-13,C189,Customer 436 ,Home office,EAST,Furniture,Table,Table Product,7,113845,0.15,5249
ORD431,2024-03-10,C027,Customer 437 ,Home office,South,Fashion,Apparel,Apparel Product,4,136198,0.15,7587
ORD006,2024-04-15,C020,Customer 438 ,Consumer,EAST,Electronics,Accessories,Accessories Product,7,37119,0.05,6308
ORD210,2024-01-09,C123,Customer 439 ,consumer,West ,,Apparel,Apparel Product,7,128056,0.15,24933
ORD354,03-02-2024,C215,Customer 440 ,Corporate,West ,Electronics,Accessories,Accessories Product,2,N/A,0.0,-3956
ORD085,2024-03-11,C193,  Rahul Sharma ,Home office,South,Electronics,Mobile,Mobile Product,2,65110,0.0,3226
ORD292,2024-03-10,C067,Customer 442 ,Consumer,South,Electronics,Mobile,Mobile Product,3,134089,0.05,21766
ORD345,2024-01-28,C076,Customer 443 ,consumer,EAST,Fashion,Accessories,Accessories Product,10,75895,0.05,19896
ORD006,2024-03-05,C012,Customer 444 ,consumer,EAST,Furniture,Table,Table Product,7,51429,0.05,16429
ORD160,11-04-2024,C102,Customer 445 ,Corporate,West ,Fashion,Accessories,Accessories Product,9,73565,0.15,1734
ORD310,2024-02-04,C241,Customer 446 ,consumer,east,Furniture,Chair,Chair Product,6,99455,0.15,9075
ORD307,2024-01-29,C104,Customer 447 ,Consumer,EAST,,Mobile,Mobile Product,8,122942,0.0,11396
ORD196,2024-02-16,C246,  Rahul Sharma ,Home office,West ,,Chair,Chair Product,8,69550,0.0,-5515
ORD434,2024-02-14,C103,Customer 449 ,Consumer,South,,Apparel,Apparel Product,4,29740,0.1,12180
ORD413,02-03-2024,C089,Customer 450 ,Consumer,east,Fashion,Accessories,Accessories Product,8,N/A,0.05,1537
ORD151,2024-01-22,C122,Customer 451 ,Home Office,west,Fashion,Apparel,Apparel Product,9,44523,0.0,3787
ORD370,2024-02-13,C013,Customer 452 ,Home Office,east,Fashion,Apparel,Apparel Product,2,130048,0.05,14841
ORD314,2024-04-18,C032,Customer 453 ,Home office,east,Furniture,Table,Table Product,3,57057,0.15,2894
ORD040,2024-02-26,C211,Customer 454 ,consumer,EAST,Fashion,Footwear,Footwear Product,1,132355,0.0,17081
ORD199,18-03-2024,C202,  Rahul Sharma ,Corporate,west,Electronics,Mobile,Mobile Product,1,123672,0.05,20817
ORD473,2024-02-29,C294,Customer 456 ,Consumer,EAST,Furniture,Chair,Chair Product,5,19873,0.05,-4433
ORD324,2024-01-20,C262,Customer 457 ,Home Office,EAST,,Apparel,Apparel Product,1,72888,0.05,15242
ORD028,2024-02-07,C213,Customer 458 ,Home Office,EAST,Furniture,Storage,Storage Product,8,94634,0.0,24708
ORD172,2024-04-20,C027,Customer 459 ,Home Office,west,Electronics,Accessories,Accessories Product,6,74972,0.1,18637
ORD360,12-02-2024,C136,Customer 460 ,Consumer,west,Fashion,Footwear,Footwear Product,4,N/A,0.05,19140
ORD329,2024-03-14,C204,Customer 461 ,Corporate,EAST,Fashion,Accessories,Accessories Product,5,16805,0.1,9814
ORD363,2024-03-24,C197,  Rahul Sharma ,Home Office,west,Electronics,Mobile,Mobile Product,4,148446,0.15,8256
ORD377,2024-03-18,C125,Customer 463 ,Consumer,west,Electronics,Laptop,Laptop Product,6,32066,0.05,4049
ORD411,2024-03-13,C029,Customer 464 ,consumer,West ,Electronics,Mobile,Mobile Product,9,118354,0.15,-4309
ORD226,26-04-2024,C076,Customer 465 ,Home Office,EAST,Electronics,Mobile,Mobile Product,3,58226,0.0,15720
ORD090,2024-02-25,C152,Customer 466 ,Consumer,West ,Electronics,Accessories,Accessories Product,7,77048,0.1,19037
ORD320,2024-02-01,C239,Customer 467 ,Consumer,west,,Apparel,Apparel Product,10,134941,0.1,10151
ORD209,2024-04-13,C028,Customer 468 ,consumer,EAST,Electronics,Mobile,Mobile Product,4,78012,0.1,11421
ORD344,2024-03-18,C063,  Rahul Sharma ,Corporate,West ,Fashion,Accessories,Accessories Product,1,27374,0.1,7451
ORD448,16-01-2024,C025,Customer 470 ,consumer,west,Fashion,Accessories,Accessories Product,5,N/A,0.0,24807
ORD494,2024-03-09,C218,Customer 471 ,consumer,South,,Mobile,Mobile Product,8,11313,0.0,13163
ORD336,2024-03-05,C095,Customer 472 ,Corporate,east,Fashion,Apparel,Apparel Product,5,134334,0.15,-4755
ORD126,2024-03-02,C300,Customer 473 ,consumer,South,,Mobile,Mobile Product,6,7415,0.15,8430
ORD057,2024-01-30,C215,Customer 474 ,consumer,West ,Furniture,Table,Table Product,1,61927,0.15,4750
ORD024,14-02-2024,C236,Customer 475 ,Home office,east,Furniture,Storage,Storage Product,1,54347,0.0,13059
ORD105,2024-01-19,C283,  Rahul Sharma ,Corporate,east,Furniture,Table,Table Product,7,27703,0.15,23062
ORD441,2024-04-11,C230,Customer 477 ,Home Office,EAST,Fashion,Footwear,Footwear Product,5,3166,0.15,13337
ORD028,2024-03-22,C165,Customer 478 ,Home Office,east,Electronics,Laptop,Laptop Product,8,15605,0.1,7041
